176.500	Our First Power Moon
268.367	Multi Moon Atop the Falls
297.100	Above a High Cliff
306.100	Treasure of the Waterfall Basin
394.767	Overlooking the Desert Town
400.967	Bird Traveling the Desert
411.600	A Rumble from the Sandy Floor
446.533	Hidden Room in the Flowing Sands
465.833	Sphynx's Treasure Vault
482.267	Lost in the Luggage
545.433	Secret of the Inverted Mural
568.867	Hidden Room in the Inverted Pyramid
597.233	On the Statue's Tail
655.800	Showdown on the Inverted Pyramid
713.167	Sand Kingdom Slots
734.633	Atop the Highest Tower
780.467	Goomba Tower Assembly
808.133	Underground Treasure Chest
922.233	The Hole in the Desert
1030.167	Beneath the Roots of a Moving Tree
1055.667	Glowing in the Deep Woods
1078.700	The Hard Rock in Deep Woods
1085.667	Rolling Rock in the Deep Woods
1104.967	By the Babbling Brook in the Deep Woods
1135.267	Atop a Tall Tree
1151.233	Tucked Away Inside a Tunnel
1165.233	Climb the Cliff to Get the Nut
1187.433	The Nut at the Dead End
1200.300	Road to Sky Garden
1227.867	Cracked Nut on a Crumbling Tower
1251.100	Nut Planted in the Tower
1257.033	Stretching Your Legs
1310.267	Flower Thieves of Sky Garden
1395.967	End of the Hidden Passage
1405.533	Cheep Cheep Crossing
1416.133	Dorrie-Back Rider
1432.133	From the Broken Pillar
1480.767	Broodals Over the Lake
1506.600	On the Lakeshore
1658.067	On the Mountain Road
1678.433	A Butterfly's Treasure
1684.500	Over the Fuzzies, Above the Swamp
1697.233	Avoiding Fuzzies Inside the Wall
1710.600	Enjoying the View of Forgotten Isle
1720.867	Cave Gardening
1730.100	On a Tree in the Swamp
1743.000	Inside the Stone Cage
1752.567	The Caged Gold
1779.000	Soaring Over the Forgotten Isle!
1797.733	Twist ‘n' Turn-Up Treasure
1875.633	Girder Sandwich
1892.267	Swaying in the Breeze
1921.967	City Hall Lost & Found
2024.300	New Donk City's Pest Problem
2054.633	Secret Girder Tunnel!
2087.200	Bench Friends
2112.600	Drummer on Board!
2141.200	Bassist on Board!
2173.067	Guitarist on Board!
2194.400	Glittering Above the Pool
2204.467	Left at the Cafe?
2225.033	Trumpeter on Board!
2268.233	Sewer Treasure
2291.633	Powering Up the Station
2379.600	Celebrating in the Streets!
2441.933	A Traditional Festival!
2471.067	A Tourist in the Metro Kingdom!
2564.700	Entrance to Shiveria
2585.533	Shopping in Shiveria
2600.567	The Shiverian Treasure Chest
2614.000	Shining in the Snow in Town
2761.533	The Bound Bowl Grand Prix
2789.867	Snow Kingdom Timer Challenge 2
2804.267	Caught Hopping in the Snow!
2822.967	Fishing in the Glacier!
2893.733	A Rumble from the Sandy Floor
3005.033	Ride the Jetstream
3016.967	On the Cliff Overlooking the Beach
3032.867	Good Job, Captain Toad!
3045.667	The Seal Above the Canyon
3077.133	The Back Canyon: Excavate!
3096.600	What the Waves Left Behind
3111.933	The Hot Spring Seal
3161.600	Taking Notes: Ocean Surface Dash
3228.433	The Glass Is Half Full!
3314.500	Luncheon Kingdom Timer Challenge 1
3363.900	The Broodals Are After Some Cookin'
3411.833	Under the Cheese Rocks
3439.400	Light the Lantern on the Small Island
3460.500	Crossing to the Magma
