187.067	Our First Power Moon
286.567	Multi Moon Atop the Falls
321.367	Above a High Cliff
415.233	Bird Traveling the Desert
426.200	A Rumble from the Sandy Floor
436.000	Overlooking the Desert Town
465.467	Hidden Room in the Flowing Sands
487.000	Sphynx's Treasure Vault
503.467	Lost in the Luggage
560.600	Secret of the Inverted Mural
583.567	Hidden Room in the Inverted Pyramid
612.300	On the Statue's Tail
671.333	Showdown on the Inverted Pyramid
730.467	Sand Kingdom Slots
752.200	Atop the Highest Tower
799.500	Goomba Tower Assembly
830.633	Underground Treasure Chest
946.433	The Hole in the Desert
1055.433	Beneath the Roots of a Moving Tree
1080.800	Glowing in the Deep Woods
1103.800	The Hard Rock in Deep Woods
1110.900	Rolling Rock by the Falls
1129.200	By the Babbling Brook in the Deep Woods
1160.667	Atop a Tall Tree
1177.400	Tucked Away Inside a Tunnel
1192.933	Climb the Cliff to Get the Nut
1217.167	The Nut at the Dead End
1229.933	Road to Sky Garden
1257.200	Cracked Nut on a Crumbling Tower
1281.933	Nut Planted in the Tower
1288.033	Stretching Your Legs
1342.033	Flower Thieves of Sky Garden
1428.967	End of the Hidden Passage
1439.033	Cheep Cheep Crossing
1449.567	Dorrie-Back Rider
1465.767	From the Broken Pillar
1513.067	Broodals Over the Lake
1541.167	On the Lakeshore
1686.367	On the Mountain Road
1708.733	A Butterfly's Treasure
1715.733	Over the Fuzzies, Above the Swamp
1729.067	Avoiding Fuzzies Inside the Wall
1754.267	Shopping on Forgotten Isle
1763.967	Enjoying the View of Forgotten Isle
1774.767	Cave Gardening
1783.700	On a Tree in the Swamp
1797.900	Inside the Stone Cage
1807.167	The Caged Gold
1812.333	Peeking Out from Under the Bridge
1832.667	Soaring Over the Forgotten Isle!
1913.867	Girder Sandwich
1931.067	Swaying in the Breeze
1961.033	City Hall Lost & Found
2063.300	New Donk City's Pest Problem
2093.467	Secret Girder Tunnel!
2126.133	Bench Friends
2152.800	Drummer on Board!
2181.800	Bassist on Board!
2188.733	Top of a Dune
2235.667	Glittering Above the Pool
2245.733	Left at the Cafe?
2266.600	Trumpeter on Board!
2311.933	Sewer Treasure
2336.067	Powering Up the Station
2424.867	Celebrating in the Streets!
2489.367	A Traditional Festival!
2519.733	A Tourist in the Metro Kingdom!
2612.167	Entrance to Shiveria
2633.867	Shopping in Shiveria
2654.233	The Shiverian Treasure Chest
2666.367	Shining in the Snow in Town
2826.867	The Bound Bowl Grand Prix
2855.833	Snow Kingdom Timer Challenge 2
2869.867	Caught Hopping in the Snow!
2890.933	Fishing in the Glacier!
2962.633	A Rumble from the Sandy Floor
3075.933	Ride the Jetstream
3088.700	On the Cliff Overlooking the Beach
3103.700	Good Job, Captain Toad!
3117.167	The Seal Above the Canyon
3150.533	The Back Canyon: Excavate!
3169.467	What the Waves Left Behind
3184.000	The Hot Spring Seal
3235.867	Taking Notes: Ocean Surface Dash
3302.967	The Glass Is Half Full!
3391.400	Luncheon Kingdom Timer Challenge 1
3442.067	The Broodals Are After Some Cookin'
3490.800	Under the Cheese Rocks
3518.633	Light the Lantern on the Small Island
3540.167	Crossing to the Magma
3550.200	Magma Narrow Path
3567.167	Surrounded by Tall Mountains
3599.500	Big Pot on the Volcano: Dive In!
3605.500	I Met a Pokio!
3633.967	The Treasure Chest in the Veggies
3666.267	Overlooking a Bunch of Ingredients
3686.200	Alcove Behind the Pillars of Magma
3703.300	Climb Up the Cascading Magma
3736.833	Light the Far-Off Lanterns
3841.800	Cookatiel Showdown!
3917.433	In the Ancient Treasure Chest
4047.233	Battle with the Lord of Lightning!
4124.967	Behind the Big Wall
4156.367	Infiltrate Bowser's Castle
4222.100	Poking the Turret Wall
4230.500	Treasure Inside the Turret
4244.033	Smart Bombing
4267.667	From the Side above the Castle Gate
4301.100	Underground Jizo
4308.333	Jizo All in a Row
4419.533	Big Broodal Battle
4454.800	Hidden Corridor Under the Floor
4513.533	Good to See You, Captain Toad!
4524.267	Inside a Block in the Castle
4562.567	Poking Your Nose by the Great Gate
4579.500	On the Giant Bowser Statue's Nose
4674.300	Showdown at Bowser's Castle
4705.500	Caught on the Iron Fence
4798.733	Caught Hopping on the Moon!
