186.700	Our First Power Moon
286.600	Multi Moon Atop the Falls
316.167	Above a High Cliff
412.900	Bird Traveling the Desert
423.733	A Rumble from the Sandy Floor
433.767	Overlooking the Desert Town
464.033	Hidden Room in the Flowing Sands
487.967	Sphynx's Treasure Vault
504.733	Lost in the Luggage
562.867	Secret of the Inverted Mural
585.867	Hidden Room in the Inverted Pyramid
615.167	On the Statue's Tail
675.400	Showdown on the Inverted Pyramid
735.100	Sand Kingdom Slots
756.767	Atop the Highest Tower
807.567	Goomba Tower Assembly
841.667	Underground Treasure Chest
957.833	The Hole in the Desert
1073.233	Beneath the Roots of a Moving Tree
1098.467	Glowing in the Deep Woods
1122.633	The Hard Rock in Deep Woods
1129.833	Rolling Rock in the Deep Woods
1148.000	By the Babbling Brook in the Deep Woods
1180.367	Atop a Tall Tree
1197.567	Tucked Away Inside a Tunnel
1223.267	Climb the Cliff to Get the Nut
1249.300	The Nut at the Dead End
1262.567	Road to Sky Garden
1291.300	Cracked Nut on a Crumbling Tower
1315.967	Nut Planted in the Tower
1322.467	Stretching Your Legs
1377.067	Flower Thieves of Sky Garden
1469.367	End of the Hidden Passage
1480.933	Cheep Cheep Crossing
1490.800	Dorrie-Back Rider
1507.633	From the Broken Pillar
1556.100	Broodals Over the Lake
1584.633	On the Lakeshore
1730.467	On the Mountain Road
1752.267	A Butterfly's Treasure
1758.500	Over the Fuzzies, Above the Swamp
1771.400	Avoiding Fuzzies Inside the Wall
1786.233	Enjoying the View of Forgotten Isle
1797.667	Cave Gardening
1806.500	On a Tree in the Swamp
1821.233	Inside the Stone Cage
1830.333	The Caged Gold
1835.967	Peeking Out from Under the Bridge
1856.267	Soaring Over the Forgotten Isle!
1940.067	Girder Sandwich
1958.100	Swaying in the Breeze
1988.467	City Hall Lost & Found
2093.600	New Donk City's Pest Problem
2124.067	Secret Girder Tunnel!
2154.400	Bench Friends
2180.800	Drummer on Board!
2210.733	Bassist on Board!
2242.500	Guitarist on Board!
