191.700	Our First Power Moon
284.733	Multi Moon Atop the Falls
313.767	Above a High Cliff
323.667	Treasure of the Waterfall Basin
425.833	Overlooking the Desert Town
431.900	Bird Traveling the Desert
444.200	A Rumble from the Sandy Floor
481.400	Hidden Room in the Flowing Sands
501.967	Sphynx's Treasure Vault
518.667	Lost in the Luggage
571.267	Secret of the Inverted Mural
594.000	Hidden Room in the Inverted Pyramid
622.500	On the Statue's Tail
680.567	Showdown on the Inverted Pyramid
738.133	Sand Kingdom Slots
759.267	Atop the Highest Tower
819.533	Goomba Tower Assembly
847.667	Underground Treasure Chest
962.767	The Hole in the Desert
1070.200	Beneath the Roots of a Moving Tree
1096.200	Glowing in the Deep Woods
1118.267	The Hard Rock in Deep Woods
1125.600	Rolling Rock in the Deep Woods
1144.000	By the Babbling Brook in the Deep Woods
1176.567	Atop a Tall Tree
1193.067	Tucked Away Inside a Tunnel
1208.500	Climb the Cliff to Get the Nut
1235.933	The Nut at the Dead End
1250.733	Road to Sky Garden
1278.500	Cracked Nut on a Crumbling Tower
1302.633	Nut Planted in the Tower
1308.833	Stretching Your Legs
1361.700	Flower Thieves of Sky Garden
1448.200	End of the Hidden Passage
1457.567	Cheep Cheep Crossing
1469.433	Dorrie-Back Rider
1485.367	From the Broken Pillar
1532.633	Broodals Over the Lake
1559.933	On the Lakeshore
1708.667	On the Mountain Road
1731.133	A Butterfly's Treasure
1737.233	Over the Fuzzies, Above the Swamp
1749.733	Avoiding Fuzzies Inside the Wall
1763.867	Enjoying the View of Forgotten Isle
1777.167	Cave Gardening
1785.900	On a Tree in the Swamp
1807.833	Inside the Stone Cage
1816.733	The Caged Gold
1824.233	Peeking Out from Under the Bridge
1844.767	Soaring Over the Forgotten Isle!
1862.967	Twist ‘n' Turn-Up Treasure
1941.367	Girder Sandwich
1959.233	Swaying in the Breeze
1989.900	City Hall Lost & Found
2092.967	New Donk City's Pest Problem
2122.800	Secret Girder Tunnel!
2153.133	Bench Friends
2183.967	Drummer on Board!
2208.633	Glittering Above the Pool
