182.133	Our First Power Moon
281.000	Multi Moon Atop the Falls
310.600	Treasure of the Waterfall Basin
399.333	Overlooking the Desert Town
405.200	Bird Traveling the Desert
416.733	A Rumble from the Sandy Floor
454.000	Hidden Room in the Flowing Sands
474.733	Sphynx's Treasure Vault
491.233	Lost in the Luggage
547.333	Secret of the Inverted Mural
570.633	Hidden Room in the Inverted Pyramid
599.067	On the Statue's Tail
660.833	Showdown on the Inverted Pyramid
718.633	Sand Kingdom Slots
740.033	Atop the Highest Tower
789.067	Goomba Tower Assembly
818.300	Underground Treasure Chest
936.567	The Hole in the Desert
1045.200	Beneath the Roots of a Moving Tree
1072.233	Glowing in the Deep Woods
1095.567	The Hard Rock in Deep Woods
1102.633	Rolling Rock in the Deep Woods
1121.133	By the Babbling Brook in the Deep Woods
1152.800	Atop a Tall Tree
1168.333	Tucked Away Inside a Tunnel
1189.033	Climb the Cliff to Get the Nut
1211.833	The Nut at the Dead End
1224.233	Road to Sky Garden
1251.333	Cracked Nut on a Crumbling Tower
1275.367	Nut Planted in the Tower
1281.667	Stretching Your Legs
1334.933	Flower Thieves of Sky Garden
1421.033	End of the Hidden Passage
1430.567	Cheep Cheep Crossing
1456.900	From the Broken Pillar
1510.933	Broodals Over the Lake
1537.133	On the Lakeshore
1680.733	On the Mountain Road
1700.900	A Butterfly's Treasure
1707.067	Over the Fuzzies, Above the Swamp
1720.533	Avoiding Fuzzies Inside the Wall
1734.133	Enjoying the View of Forgotten Isle
1743.900	Cave Gardening
1754.600	On a Tree in the Swamp
1768.900	Inside the Stone Cage
1779.367	The Caged Gold
1784.433	Peeking Out from Under the Bridge
1805.033	Soaring Over the Forgotten Isle!
1828.667	Twist ‘n' Turn-Up Treasure
1906.333	Girder Sandwich
1922.667	Swaying in the Breeze
1952.467	City Hall Lost & Found
2053.767	New Donk City's Pest Problem
2070.600	I Met a Pokio!
2083.833	Secret Girder Tunnel!
2116.933	Bench Friends
2143.533	Drummer on Board!
2166.300	Glittering Above the Pool
2176.333	Left at the Cafe?
2198.633	Trumpeter on Board!
2229.500	Powering Up the Station
2258.233	A Traditional Festival!
2302.900	Sewer Treasure
2416.933	Celebrating in the Streets!
2514.400	A Tourist in the Metro Kingdom!
2579.167	Rad Hatter
2608.833	Entrance to Shiveria
2629.533	Shopping in Shiveria
2644.633	The Shiverian Treasure Chest
2656.033	Shining in the Snow in Town
2817.367	The Bound Bowl Grand Prix
2845.833	Snow Kingdom Timer Challenge 2
2860.200	Caught Hopping in the Snow!
2888.000	Fishing in the Glacier!
2959.433	A Rumble from the Sandy Floor
3077.100	Ride the Jetstream
3090.667	On the Cliff Overlooking the Beach
3105.900	Good Job, Captain Toad!
3119.433	The Seal Above the Canyon
3152.167	The Back Canyon: Excavate!
3171.467	What the Waves Left Behind
3185.100	The Hot Spring Seal
3236.533	Taking Notes: Ocean Surface Dash
3303.833	The Glass Is Half Full!
3392.600	Luncheon Kingdom Timer Challenge 1
3441.967	The Broodals Are After Some Cookin'
3491.833	Under the Cheese Rocks
3519.400	Light the Lantern on the Small Island
3541.133	Crossing to the Magma
3552.533	Magma Narrow Path
3569.833	Surrounded by Tall Mountains
3603.167	Big Pot on the Volcano: Dive In!
3634.867	The Treasure Chest in the Veggies
3669.067	Overlooking a Bunch of Ingredients
3688.700	Alcove Behind the Pillars of Magma
3705.433	Climb Up the Cascading Magma
3746.100	Light the Far-Off Lanterns
3860.267	Cookatiel Showdown!
3936.867	In the Ancient Treasure Chest
4147.867	Behind the Big Wall
4178.000	Infiltrate Bowser's Castle
4251.933	Treasure Inside the Turret
4265.300	Smart Bombing
4288.967	From the Side above the Castle Gate
4320.167	Underground Jizo
4328.500	Jizo All in a Row
4428.100	Big Broodal Battle
4458.767	Hidden Corridor Under the Floor
4491.567	Good to See You, Captain Toad!
4502.400	Inside a Block in the Castle
4542.000	Poking Your Nose by the Great Gate
4557.133	On the Giant Bowser Statue's Nose
4650.300	Showdown at Bowser's Castle
4681.367	Caught on the Iron Fence
4766.000	Caught Hopping on the Moon!
4777.700	Rolling Rock on the Moon
4796.333	Cliffside Treasure Chest
4846.933	The Tip of a White Spire
4867.367	Up in the Rafters
5211.733	Light from the Ceiling
5224.133	Loose-Tile Trackdown
5247.533	Pops out of the Tail
5270.300	Secret Path to Shiveria!
5301.800	Captain Toad is Chilly!
5316.800	Taking Notes: Snow Path Dash
5333.633	Under the Ground
5347.933	Snow Kingdom Timer Challenge 1
5359.767	Above the Freezing Fish Pond
5376.767	Ice Floe Swimming
5390.767	Deep in the Cold, Cold Water
5419.300	Shining on High
5437.967	It Popped Out of the Ice
5463.600	Peach in the Snow Kingdom
5483.633	Icy Jump Challenge
5492.233	Atop a Blustery Arch
5513.067	The Gusty Barrier
5548.433	Behind the Snowy Mountain
5570.767	The Snowy Mountain Barrier
5563.800	Squirming Under the Ice
5601.167	Water Pooling in the Crevasse
5619.767	Treasure in the Ice Wall
5631.400	The Ice Wall Barrier
5671.100	Hat-and-Seek in the Snow
5689.200	Forgotten in the Holding Room
5701.300	Roll On and On
5731.567	Secret Path to Fossil Falls!
5738.733	Above a High Cliff
5781.633	Good Morning, Captain Toad!
5793.567	Chomp Through the Rocks
5818.633	Atop a Wall Among the Clouds
5835.933	Cascade Kingdom Master Cup
5850.200	Treasure Under the Cliff
5863.300	Just a Hat, Skip, and a Jump
5897.733	Behind the Waterfall
5908.267	Taking Notes: Hurry Upward
5921.833	Peach in the Cascade Kingdom
5941.300	Inside the Busted Fossil
5951.767	Guarded by a Colossal Fossil
5960.900	Next to the Stone Arch
5975.633	Cascade Kingdom Timer Challenge 2
5985.800	Across the Floating Isles
6008.667	Under the Ground
6018.900	Rolling Rock by the Falls
6039.933	Under the Old Electrical Pole
6049.033	Found with Lake Kingdom Art
6058.933	A Tourist in the Cascade Kingdom
6068.867	On Top of the Rubble
6086.800	Shopping in Fossil Falls
6096.233	Caught Hopping at the Waterfall!
6118.033	Bottom of the Waterfall Basin
6140.567	Secret Path to Bowser's Castle
6179.900	From Crates in the Moat
6194.533	Sunken Treasure in the Moat
6217.067	Above the Poison Swamp
6233.100	Knocking Down the Nice Frame
6250.433	Caught Hopping at Bowser's Castle!
6262.933	Caught on the Giant Horn
6278.567	A Rumble Under the Arena Floor
6292.367	Bowser's Kingdom Timer Challenge 1
6323.933	Jizo and the Hidden Room
6330.567	Jizo's Big Adventure
6350.833	Peach in Bowser's Kingdom
6369.800	Shopping at Bowser's Castle
6387.533	Third Courtyard Outskirts
6407.600	Taking notes: Between spinies
6426.233	Poking Your Nose in the Plaster Wall
6441.233	Taking Notes: On the Wall
6461.933	Small Bird in Bowser's Castle
6479.867	Past the Moving Wall
6527.100	Invader in Bowser's Castle
6548.833	Secret Path to Bubblaine
6582.833	Sea Gardening: Inlet Seed
6588.267	Above the Parasol: Catch!
6612.300	Treasure Trap Hidden in the Inlet
6634.167	A Light Next to the Lighthouse
6643.533	At the Base of the Lighthouse
6653.267	Bird Traveling in the Fog
6659.367	Bonjour, Dorrie!
6673.533	Shopping in Bubblaine
6688.533	Underwater Highway Tunnel
6698.833	Underwater Highway West: Explore!
6715.667	Found with Luncheon Kingdom Art
6733.567	The Tall Rock Shell in the Deep Ocean
6742.200	Under a Dangerous Ceiling
6748.400	Merci, Dorrie!
6760.733	Bubblaine Northern Reaches
6777.633	Gap in the Ocean Trench
6787.067	The Sphynx's Underwater Vault
6817.100	A Fine Detail on the Glass
6831.267	Caught Hopping at Glass Palace!
6840.800	Lighthouse Leaper
6859.467	Ocean-Bottom Maze: Hidden Room
6901.467	Taking Notes: Ocean-Bottom Maze
6910.733	Ocean-Bottom Maze: Treasure
6933.033	Glass Palace Treasure Chest
6947.433	Shh! It's a Shortcut!
6965.833	Slip Through the Nesting Spot
6983.667	Underwater Highway East: Explore!
6996.400	Rapid Ascent on Hot Spring Island
7013.667	Peach in the Seaside Kingdom
7025.733	What Shines Inside the Glass
7042.700	Secret Path to the Steam Gardens
7052.833	The Nut that Grew on the Tall Fence
7087.833	Path to the Secret Flower Field
7231.333	Defend the Secret Flower Field!
7256.333	Rolling Rock on the Moon
7261.367	Caught Hopping in the Forest!
7275.700	Shopping in Steam Gardens
7321.200	Looking Down on the Goombas
7353.900	Lost in the Tall Trees
7360.600	Behind the Rock Wall
7409.100	Spinning-Platforms Treasure
7427.067	Over the Cliff's Edge
7459.300	Love in the Forest Ruins
7471.433	The Nut ‘Round The Corner
7486.800	The Nut in the Robot Storeroom
7497.567	High Up in the Cave
7520.967	Flood Pipeway Ceiling Secret
7531.600	Flooding Pipeway
7552.033	Peach in the Wooded Kingdom
7564.633	The Nut Under the Observation Deck
7578.567	Above the Iron Mountain Path
7594.333	High Up on a Rock Wall
7605.167	The Nut in the Red Maze
7636.267	Moon Shards in the Forest
7657.633	Wooded Kingdom Timer Challenge 1
7666.000	Bird Traveling the Forest
7686.033	Fire in the Cave
7721.067	Below Breakdown Road
7728.833	Down and Back Breakdown Road
7754.200	Wooded Kingdom Timer Challenge 3
7780.033	Wooded Kingdom Timer Challenge 2
7800.033	Secret Path to Bowser's Castle
7812.367	Top of a Dune
7832.300	Caught Hopping in the Desert!
7845.667	Hat-and-Seek: In the Sand
7869.667	Jammin' in the Sand Kingdom
7884.567	Hang Your Hat on the Fountain
7891.967	Desert Gardening: Plaza Seed
7904.733	Found in the Sand! Good Dog!
7917.800	Employees Only
7934.767	On Top of Stone Archway
7963.333	Love in the Heart of the Desert
7974.867	Bullet Bill Breakthrough
7987.033	Inside a Block at the Gate
7995.233	On the Leaning Pillar
8009.633	On the Eastern Pillar
8023.633	The Treasure of Jaxi Ruins
8054.700	Bird Traveling Wastes
8061.400	Sand Kingdom Timer Challenge 3
8068.967	Island in the Poison Swamp
8079.767	Wandering Cactus
8097.267	Jaxi Reunion!
8116.233	Mighty Leap from the Palm Tree!
8123.767	Where the Birds Gather
8156.267	Fishing in the Oasis
8171.133	Taking Notes: Jump on the Palm
8210.633	Taking Notes: In the Wall Painting
8225.533	Secret of the Mural
8245.367	Peach in the Sand Kingdom
8259.133	The Lurker Under the Stone
8278.033	Welcome Back, Jaxi!
