194.667	Our First Power Moon
287.367	Multi Moon Atop the Falls
318.000	Above a High Cliff
327.900	Treasure of the Waterfall Basin
422.567	Overlooking the Desert Town
430.833	Bird Traveling the Desert
440.967	A Rumble from the Sandy Floor
476.700	Hidden Room in the Flowing Sands
496.233	Sphynx's Treasure Vault
513.567	Lost in the Luggage
568.300	Secret of the Inverted Mural
591.267	Hidden Room in the Inverted Pyramid
619.567	On the Statue's Tail
679.133	Showdown on the Inverted Pyramid
737.767	Sand Kingdom Slots
759.000	Atop the Highest Tower
805.500	Goomba Tower Assembly
835.900	Underground Treasure Chest
951.900	The Hole in the Desert
1060.567	Beneath the Roots of a Moving Tree
1085.833	Glowing in the Deep Woods
1108.567	The Hard Rock in Deep Woods
1115.567	Rolling Rock in the Deep Woods
1133.567	By the Babbling Brook in the Deep Woods
1174.967	Atop a Tall Tree
1192.733	Tucked Away Inside a Tunnel
1209.600	Climb the Cliff to Get the Nut
1236.500	The Nut at the Dead End
1249.533	Road to Sky Garden
1279.267	Cracked Nut on a Crumbling Tower
1306.367	Nut Planted in the Tower
1312.533	Stretching Your Legs
1365.767	Flower Thieves of Sky Garden
1453.467	End of the Hidden Passage
1463.767	Cheep Cheep Crossing
1475.333	Dorrie-Back Rider
1491.333	From the Broken Pillar
1542.233	Broodals Over the Lake
1571.467	On the Lakeshore
1715.833	On the Mountain Road
1735.100	A Butterfly's Treasure
1742.667	Over the Fuzzies, Above the Swamp
1755.067	Avoiding Fuzzies Inside the Wall
1768.667	Enjoying the View of Forgotten Isle
1781.733	Cave Gardening
1790.300	On a Tree in the Swamp
1814.000	Inside the Stone Cage
1823.767	The Caged Gold
1829.800	Peeking Out from Under the Bridge
1849.767	Soaring Over the Forgotten Isle!
1867.700	Twist ‘n' Turn-Up Treasure
1949.167	Girder Sandwich
1968.367	Swaying in the Breeze
1998.600	City Hall Lost & Found
2103.300	New Donk City's Pest Problem
2138.067	Secret Girder Tunnel!
2169.267	Bench Friends
2200.000	Drummer on Board!
2229.233	Bassist on Board!
2252.267	Glittering Above the Pool
2264.100	Left at the Cafe?
2284.767	Trumpeter on Board!
