187.367	Our First Power Moon
286.733	Multi Moon Atop the Falls
315.867	Above a High Cliff
409.067	Bird Traveling the Desert
420.733	A Rumble from the Sandy Floor
432.600	Overlooking the Desert Town
461.967	Hidden Room in the Flowing Sands
482.100	Sphynx's Treasure Vault
498.633	Lost in the Luggage
556.500	Secret of the Inverted Mural
579.267	Hidden Room in the Inverted Pyramid
607.933	On the Statue's Tail
667.867	Showdown on the Inverted Pyramid
727.400	Sand Kingdom Slots
749.300	Atop the Highest Tower
795.900	Goomba Tower Assembly
824.600	Underground Treasure Chest
940.567	The Hole in the Desert
1049.667	Beneath the Roots of a Moving Tree
1074.800	Glowing in the Deep Woods
1098.467	The Hard Rock in Deep Woods
1105.467	Rolling Rock by the Falls
1124.633	By the Babbling Brook in the Deep Woods
1157.267	Atop a Tall Tree
1176.900	Tucked Away Inside a Tunnel
1192.700	Climb the Cliff to Get the Nut
1216.833	The Nut at the Dead End
1229.867	Road to Sky Garden
1263.067	Cracked Nut on a Crumbling Tower
1287.867	Nut Planted in the Tower
1293.933	Stretching Your Legs
1347.967	Flower Thieves of Sky Garden
1435.467	End of the Hidden Passage
1445.233	Cheep Cheep Crossing
1455.767	Dorrie-Back Rider
1472.100	From the Broken Pillar
1519.500	Broodals Over the Lake
1547.767	On the Lakeshore
1693.600	On the Mountain Road
1718.733	Over the Fuzzies, Above the Swamp
1732.367	Avoiding Fuzzies Inside the Wall
1756.400	Shopping on Forgotten Isle
1768.733	A Butterfly's Treasure
1778.467	Cave Gardening
1787.367	On a Tree in the Swamp
1802.633	Inside the Stone Cage
1811.867	The Caged Gold
1817.000	Peeking Out from Under the Bridge
1830.000	Enjoying the View of Forgotten Isle
1924.200	Girder Sandwich
1941.400	Swaying in the Breeze
1971.733	City Hall Lost & Found
2073.667	New Donk City's Pest Problem
2103.867	Secret Girder Tunnel!
2161.467	Drummer on Board!
2190.433	Bassist on Board!
2222.267	Guitarist on Board!
2244.267	Glittering Above the Pool
2254.333	Left at the Cafe?
2275.433	Trumpeter on Board!
2320.500	Sewer Treasure
2344.833	Powering Up the Station
2433.300	A Traditional Festival!
2527.400	A Tourist in the Metro Kingdom!
2619.167	Entrance to Shiveria
2640.667	Shopping in Shiveria
2662.600	The Shiverian Treasure Chest
2674.933	Shining in the Snow in Town
2846.833	The Bound Bowl Grand Prix
2874.067	Snow Kingdom Timer Challenge 2
2889.267	Caught Hopping in the Snow!
2908.933	Fishing in the Glacier!
2979.600	A Rumble from the Sandy Floor
3095.167	Ride the Jetstream
3110.067	On the Cliff Overlooking the Beach
3125.100	Good Job, Captain Toad!
3138.333	The Seal Above the Canyon
3170.200	The Back Canyon: Excavate!
3188.733	What the Waves Left Behind
3202.167	The Hot Spring Seal
3252.567	Taking Notes: Ocean Surface Dash
3319.333	The Glass Is Half Full!
3406.800	Luncheon Kingdom Timer Challenge 1
3455.900	The Broodals Are After Some Cookin'
3505.167	Under the Cheese Rocks
3533.200	Light the Lantern on the Small Island
3554.933	Crossing to the Magma
3564.867	Magma Narrow Path
3581.867	Surrounded by Tall Mountains
3613.967	Big Pot on the Volcano: Dive In!
3648.467	The Treasure Chest in the Veggies
3680.800	Overlooking a Bunch of Ingredients
3700.367	Alcove Behind the Pillars of Magma
3717.200	Climb Up the Cascading Magma
3751.100	Light the Far-Off Lanterns
3855.033	Cookatiel Showdown!
3942.900	In the Ancient Treasure Chest
4072.967	Battle with the Lord of Lightning!
4150.433	Behind the Big Wall
4182.000	Infiltrate Bowser's Castle
4256.633	Treasure Inside the Turret
4270.300	Smart Bombing
4294.067	From the Side above the Castle Gate
4325.733	Underground Jizo
4332.300	Jizo All in a Row
4432.000	Big Broodal Battle
4463.567	Hidden Corridor Under the Floor
4497.100	Good to See You, Captain Toad!
4508.033	Inside a Block in the Castle
4546.067	Poking Your Nose by the Great Gate
4564.200	On the Giant Bowser Statue's Nose
4658.867	Showdown at Bowser's Castle
4690.067	Caught on the Iron Fence
4775.033	Caught Hopping on the Moon!
4786.067	Rolling Rock on the Moon
4804.967	Cliffside Treasure Chest
4857.500	The Tip of a White Spire
4877.467	Up in the Rafters
5234.300	Light from the Ceiling
5245.667	Loose-Tile Trackdown
5268.833	Pops out of the Tail
5290.900	Secret Path to Shiveria!
5305.567	Rad Hatter
5322.867	Captain Toad is Chilly!
5335.067	Taking Notes: Snow Path Dash
5366.733	Snow Kingdom Timer Challenge 1
5380.100	Above the Freezing Fish Pond
5391.100	Ice Floe Swimming
5405.200	Deep in the Cold, Cold Water
5422.533	Snow Kingdom Timer Challenge 3
5435.800	It Popped Out of the Ice
5461.467	Peach in the Snow Kingdom
5482.767	Icy Jump Challenge
5492.867	Atop a Blustery Arch
5515.600	The Gusty Barrier
5550.933	Behind the Snowy Mountain
5573.500	The Snowy Mountain Barrier
5566.533	Squirming Under the Ice
5601.667	Water Pooling in the Crevasse
5617.233	Treasure in the Ice Wall
5628.200	The Ice Wall Barrier
5678.067	Forgotten in the Holding Room
5692.500	Shining on High
5732.333	Secret Path to Fossil Falls!
5764.933	Cascade Kingdom Timer Challenge 2
5774.367	Across the Floating Isles
5799.733	Good Morning, Captain Toad!
5811.600	Chomp Through the Rocks
5835.567	Atop a Wall Among the Clouds
5852.533	Cascade Kingdom Master Cup
5866.967	Treasure Under the Cliff
5880.433	Just a Hat, Skip, and a Jump
5914.200	Behind the Waterfall
5924.167	Taking Notes: Hurry Upward
5936.633	Peach in the Cascade Kingdom
5955.867	Inside the Busted Fossil
5966.567	Guarded by a Colossal Fossil
5974.700	Next to the Stone Arch
5987.567	Under the Ground
6001.967	Rolling Rock by the Falls
6024.600	Under the Old Electrical Pole
6032.400	Found with Lake Kingdom Art
6042.033	A Tourist in the Cascade Kingdom
6051.633	On Top of the Rubble
6069.633	Shopping in Fossil Falls
6079.133	Caught Hopping at the Waterfall!
6101.000	Treasure of the Waterfall Basin
6111.200	Bottom of the Waterfall Basin
6133.433	Secret Path to Bowser's Castle
6173.100	From Crates in the Moat
6187.633	Sunken Treasure in the Moat
6210.000	Above the Poison Swamp
6226.633	Knocking Down the Nice Frame
6255.100	Caught on the Giant Horn
6269.833	A Rumble Under the Arena Floor
6284.367	Bowser's Kingdom Timer Challenge 1
6313.733	Jizo and the Hidden Room
6319.667	Jizo's Big Adventure
6339.833	Peach in Bowser's Kingdom
6373.833	Third Courtyard Outskirts
6393.367	Taking notes: Between spinies
6411.833	Poking Your Nose in the Plaster Wall
6427.667	Taking Notes: On the Wall
6449.900	Small Bird in Bowser's Castle
6465.500	Past the Moving Wall
6495.267	Invader in Bowser's Castle
6516.933	Secret Path to Bubblaine
6540.133	Sea Gardening: Inlet Seed
6545.133	Above the Parasol: Catch!
6567.400	Treasure Trap Hidden in the Inlet
6589.667	A Light Next to the Lighthouse
6598.767	At the Base of the Lighthouse
6608.433	Bird Traveling Over the Ocean
6628.100	Shopping in Bubblaine
6643.733	Underwater Highway Tunnel
6654.133	Underwater Highway West: Explore!
6670.800	Found with Luncheon Kingdom Art
6689.000	The Tall Rock Shell in the Deep Ocean
6697.800	Under a Dangerous Ceiling
6704.333	Merci, Dorrie!
6716.667	Bubblaine Northern Reaches
6734.833	Gap in the Ocean Trench
6744.467	The Sphynx's Underwater Vault
6774.767	Lighthouse Leaper
6793.233	Ocean-Bottom Maze: Hidden Room
6836.300	Taking Notes: Ocean-Bottom Maze
6845.200	Ocean-Bottom Maze: Treasure
6866.167	Glass Palace Treasure Chest
6881.233	Shh! It's a Shortcut!
6897.900	Slip Through the Nesting Spot
6911.600	Underwater Highway East: Explore!
6923.900	Rapid Ascent on Hot Spring Island
